cell_id,container_id,r2_orig,r2_m0_refit,r2_m1_075,r2_m1_100,r2_m1_150,best_sigma,best_delta,passes_screen
701719834,688678764,0.3734192315517698,0.3734192315516883,0.336825655974491,0.24326578625893092,0.24326578625893092,0.75,-0.036593575577197335,False
701726873,688678764,0.3729586272398025,0.3729586272397064,0.365648217216722,0.33799066881869233,0.33799066881869233,0.75,-0.007310410022984382,False
696524021,682734790,0.3728621636772011,0.3728621636759639,0.33672171226268166,0.33672171226268166,0.33672171226268166,0.75,-0.03614045141328226,False
517408235,511507650,0.3716938115186878,0.37169381151915126,0.36229860802070624,0.299081930774286,0.299081930774286,0.75,-0.009395203498445026,False
517406835,511507650,0.3710438829068132,0.36725106440269684,0.3677386660699292,0.2993475134212521,0.2993475134212521,0.75,0.00048760166723238463,False
662288266,652842570,0.370785803319838,0.3620985165149313,0.35555948720130626,0.35555935677009876,0.35555935677009876,0.75,-0.006539029313625044,False
673032947,661437138,0.3705128230904311,0.3705128230891467,0.3190461838813601,0.23420447692475732,0.23420447692475732,0.75,-0.0514666392077866,False
729434173,701412138,0.3702646392013811,0.37026463920145025,0.31051967354883814,0.3021262361856246,0.3021262361856246,0.75,-0.059744965652612114,False
729433925,701412138,0.3701573492195181,0.370157349218489,0.3320143099352214,0.3320143099352214,0.3320143099352214,0.75,-0.038143039283267566,False
674569049,666589599,0.3696491725648486,0.35672877476057074,0.33374842376195435,0.33374627130329426,0.33374627130329426,0.75,-0.022980350998616395,False
662286886,652842570,0.3693070654052387,0.3618843382079763,0.3184820509744132,0.25213667238522963,0.25213667238522963,0.75,-0.0434022872335631,False
701729323,688678764,0.3691238755282938,0.36202097921458265,0.30424413908443915,0.1814971238712908,0.1814971238712908,0.75,-0.0577768401301435,False
662279435,650389885,0.3689756978803276,0.34218904646109305,0.28368475649402813,0.28367787108237974,0.28367787108237974,0.75,-0.058504289967064915,False
673032268,661437138,0.3676918205772905,0.33944235061539385,0.30731738138975717,0.12729873778080236,0.12729873778080236,0.75,-0.03212496922563668,False
701722576,688678764,0.3676673242058541,0.36766732420269843,0.3157207071781546,0.15442142750841992,0.15442142750841992,0.75,-0.05194661702454384,False
673450245,661732156,0.3670914973559509,0.36709149735704305,0.33857743654059036,0.33857719319605895,0.33857719319605895,0.75,-0.02851406081645269,False
701732004,688678764,0.3666243081276428,0.3666243081277456,0.3400631994836727,0.22759975778185249,0.22759975778185249,0.75,-0.026561108644072906,False
673449179,661732156,0.3664552638916405,0.3581158535014083,0.3088909852174704,0.11159746999562159,0.11159746999562159,0.75,-0.049224868283937906,False
701728242,688678764,0.3664390869739199,0.35616033736389796,0.34297772287748995,0.26750667983704657,0.26750667983704657,0.75,-0.013182614486408006,False
517409005,511509529,0.3663454237847359,0.36634533952789194,0.3659385553041855,0.16923213510223634,0.16923213510223634,0.75,-0.00040678422370643563,False
517429109,511510670,0.3663283997528196,0.3663283997530753,0.3129607518093648,0.3129591953683257,0.3129591953683257,0.75,-0.05336764794371052,False
673033443,661437138,0.365848740331846,0.36584874033167303,0.3306922848029521,0.26833015467447685,0.26833015467447685,0.75,-0.03515645552872093,False
662300439,653125128,0.3656869579345551,0.3216209548896076,0.3278366698185985,0.2737301330771792,0.2737301330771792,0.75,0.0062157149289908675,False
701728125,688678764,0.3648541884943163,0.3364347646882825,0.3229187191402959,0.28173354786561444,0.28173354786561444,0.75,-0.013516045547986577,False
674569270,666589599,0.3643511651643746,0.3502829523308981,0.34967095411146143,0.301445661345513,0.301445661345513,0.75,-0.0006119982194366935,False
517422676,511510718,0.3642944989141188,0.364294498914044,0.35117301542064305,0.3467347706940235,0.3467347706940235,0.75,-0.01312148349340092,False
662281094,652842570,0.3630003067034922,0.36300030670863126,0.2985792314392366,0.2985768881689531,0.2985768881689531,0.75,-0.06442107526939467,False
696520090,682734790,0.3627382187098862,0.31459527165847556,0.292706407720875,0.2568314663836516,0.2568314663836516,0.75,-0.02188886393760059,False
701733740,688678764,0.3620376732300135,0.3620376732300783,0.2976633700418153,0.1641122093291013,0.1641122093291013,0.75,-0.06437430318826298,False
517513175,511510855,0.3611413248892203,0.36114132488949524,0.3387216943952711,0.3387216943952711,0.3387216943952711,0.75,-0.02241963049422413,False
701724192,688678764,0.3601322916254572,0.3516086195935042,0.3094395749120058,0.10965662239481322,0.10965662239481322,0.75,-0.0421690446814984,False
517430502,511510670,0.3589972597126344,0.32988271890427223,0.32588211605406614,0.313060596391992,0.313060596391992,0.75,-0.004000602850206092,False
701728977,688678764,0.3586964291103182,0.358696429122901,0.3090326384784319,0.26465858996225533,0.26465858996225533,0.75,-0.04966379064446913,False
662297257,653125128,0.3577835717777458,0.3522378146136207,0.34154928138298524,0.30540365328913066,0.30540365328913066,0.75,-0.010688533230635455,False
517410411,511509529,0.3577030836437005,0.3577030836385394,0.30049819530115685,0.18937732766187643,0.18937732766187643,0.75,-0.057204888337382576,False
696521626,682734790,0.357324911071427,0.34567380604034514,0.32269214706545846,0.12640734389112207,0.12640734389112207,0.75,-0.022981658974886687,False
701731639,688678764,0.3565897843787273,0.35658978437912736,0.3193762804961393,0.2850155208094767,0.2850155208094767,0.75,-0.03721350388298805,False
