cell_id,container_id,cre_line,depth_um,derivative_order,sigma,theta,kappa,x0,y0,sigma_x,sigma_y,amplitude,dominant_subfield,r_squared,rmse,aic,r2_m0,r2_m1,r2_m2,delta_r2_vs_m0,r2_improvement,n_starts_succeeded,cortex_x_um,cortex_y_um,phi,phi_confidence,theta_hybrid,method
589170135,511510718,Cux2-CreERT2,175,0,6.859361719787776,0.6761545789927368,2.5412918665538795,36.38583138006431,35.944449617981746,10.934803388539093,4.302852235295288,0.0045950870819938755,ON,0.3489855940494272,0.0007512227744777566,-6431.652248508375,0.3489855940494272,0.311683673660234,0.31576159813149596,0.0,4.770314830782052e-05,16,132.86273684210525,18.67484210526316,,0.0,0.6761545789927368,order_class
589170614,511510718,Cux2-CreERT2,175,1,7.328683257158678,155.92515948701333,1.942982001275405,,,10.21551676426964,5.257648685146855,-2.8449384813015544e-05,ON,0.38508195697903336,3.355141883547272e-06,-11280.0947824381,0.2699832253222213,0.38508195697903336,0.26331414116661556,0.11509873165681206,2.1226775617222415e-06,16,,,159.75449995911174,15.614781663568905,159.75449995911174,order_class
589170745,511510718,Cux2-CreERT2,175,0,8.146969241347412,178.20746976277727,2.355632250060519,38.502652477235934,42.33943596909664,12.504024684727149,5.308139538506448,0.07841068477531084,ON,0.7094674350270347,0.007038101279097191,-4426.949497477003,0.7094674350270347,0.4526374671918362,0.5928542038080706,0.0,1.2477241462249822e-10,16,117.07378378378378,126.77108108108108,,0.0,178.20746976277727,order_class
589170196,511510718,Cux2-CreERT2,175,1,12.548858747807978,15.239650915046065,1.6787051905708634,25.754761243551695,41.00864293562021,16.258910764016996,9.685387794915892,-1.956679873454285e-05,ON,0.4806614893807788,3.2488492701231403e-06,-11308.939886766422,0.3243774462958602,0.4806614893807788,0.4525733927805565,0.1562840430849186,0.0481117618854231,16,238.4967,50.19690000000001,12.947439050218065,25.393840413437214,12.947439050218065,order_class
517422466,511510718,Cux2-CreERT2,175,0,5.709510780522931,146.31213673473445,2.125414882964243,21.54197699305701,47.44725110448393,8.323783120839847,3.9163097932347934,0.00032860417754439295,ON,0.42816386081998015,3.821305881743185e-05,-9100.410589232246,0.42816386081998015,0.2746557694741498,0.21598109516576158,0.0,0.0,16,188.08653658536585,345.0263414634146,,0.0,146.31213673473445,order_class
517424904,511510718,Cux2-CreERT2,175,2,10.176773223319,163.08420158359866,2.621888122612548,23.194880888189346,49.82016195725361,16.478480977899437,6.284967247755659,0.00029026395797968394,OFF,0.477227880642384,4.5228029256815837e-05,-8949.399018127693,0.45440827490949043,0.44209308301769845,0.477227880642384,0.022819605732893544,0.27004772497378227,16,112.4986592178771,370.6089385474861,174.76361178718776,37.22922113521403,163.08420158359866,order_class
589170364,511510718,Cux2-CreERT2,175,2,9.587525073655017,177.1142502308187,2.6150634097006202,46.45043832771677,46.71823015240949,15.504137980369961,5.928780894129416,-0.01412405261089456,ON,0.5194476113535516,0.002030711855701856,-5540.63451608989,0.5125114078894087,0.4594804543710205,0.5194476113535516,0.006936203464142809,3.5242453400030627e-10,16,274.36208955223884,138.5023880597015,177.7138147553648,26.595585005057654,177.1142502308187,order_class
517427938,511510718,Cux2-CreERT2,175,0,6.208395582215307,176.2926203642254,1.763663499725721,41.40583802335333,42.29275520995285,8.244935161564374,4.674891305992667,0.002221186892975305,OFF,0.6605430339092186,0.00017352688743148297,-7744.623487818511,0.6605430339092186,0.4545525702750255,0.5792682720469113,0.0,1.5960619492716432e-09,16,218.4786554621849,139.079243697479,,0.0,176.2926203642254,order_class
517427956,511510718,Cux2-CreERT2,175,0,7.309307145344389,8.958930792789943,3.0199958384062136,47.554642205143246,44.475130559578,12.702212796070556,4.206036523141066,5.0296283062832994e-05,ON,0.5924734708949952,5.296832745295112e-06,-10870.9677540932,0.5924734708949952,0.4720525215110456,0.4912836857009122,0.0,0.020256623083926728,16,374.1432298136646,141.1024844720497,,0.0,8.958930792789943,order_class
589168038,511510718,Cux2-CreERT2,175,0,8.11456405365335,5.050630933193986,1.9085957409107521,39.67281658431068,39.235043218708974,11.210427334722283,5.873652075411655,0.010451132208507947,ON,0.5704566459745004,0.001267411870331617,-5963.01740628307,0.5704566459745004,0.45682528003951783,0.5241976697503004,0.0,2.9555558000993187e-10,16,134.0061224489796,149.74408163265306,,0.0,5.050630933193986,order_class
