cell_id,container_id,cre_line,depth_um,derivative_order,sigma,theta,kappa,x0,y0,sigma_x,sigma_y,amplitude,dominant_subfield,r_squared,rmse,aic,r2_m0,r2_m1,r2_m2,delta_r2_vs_m0,r2_improvement,n_starts_succeeded,cortex_x_um,cortex_y_um,phi,phi_confidence,theta_hybrid,method
662300294,653125128,Slc17a7-IRES2-Cre,175,0,4.159160562207311,13.247328952599332,1.1740185932071319,47.6694671759278,22.400835058498323,4.506539415592438,3.8385588113061084,0.0028348259807418658,OFF,0.5001958331462579,0.00020994607193318974,-7573.919235047242,0.5001958331462579,0.34868044025638034,0.4131632160736406,0.0,0.0,16,60.21797468354431,14.898987341772154,,0.0,13.247328952599332,order_class
662301978,653125128,Slc17a7-IRES2-Cre,175,0,6.615571736446547,44.0780212573828,1.8240787162436927,44.030001333724535,26.582753129929625,8.934889195970603,4.898302423247465,0.0003020778776235786,ON,0.5249315868290254,3.3250968719300016e-05,-9225.038284557108,0.5249315868290254,0.34812009251339626,0.4867623243439788,0.0,9.81316441439617e-08,16,16.77,162.313125,,0.0,44.0780212573828,order_class
662302204,653125128,Slc17a7-IRES2-Cre,175,0,6.6760262667152634,89.81669544405214,2.2443029568994595,41.7469898136264,38.47953525213157,10.001353494950639,4.456329509438275,0.0004101893790939167,OFF,0.34423831722880094,6.607833642026399e-05,-8609.703965458704,0.34423831722880094,0.3357783006266526,0.3376863170545811,0.0,2.444954267932786e-07,16,240.91910447761197,153.88119402985075,,0.0,89.81669544405214,order_class
662299735,653125128,Slc17a7-IRES2-Cre,175,0,5.107800066341255,130.64301059817188,1.1333049166794347,46.93011827955466,33.52163702535219,5.437600237267614,4.798002865106856,0.0009305795595605852,ON,0.5734270632730389,7.256962690089891e-05,-8525.743820982523,0.5734270632730389,0.41666649838492054,0.5323890806239971,0.0,1.774848634727988e-08,16,357.4228125,153.976875,,0.0,130.64301059817188,order_class
662301993,653125128,Slc17a7-IRES2-Cre,175,0,6.220246354216903,179.97034886775023,1.610566041601513,48.58268003309604,28.222104168899172,7.893995132830846,4.901379346717892,0.010286269262425459,ON,0.6529203708308642,0.0008187622445653784,-6354.514267075328,0.6529203708308642,0.4054403274405671,0.47231432067902934,0.0,4.782829909899533e-08,16,130.17901639344262,153.55770491803278,,0.0,179.97034886775023,order_class
662297944,653125128,Slc17a7-IRES2-Cre,175,0,5.270460207659362,179.45001629536307,1.0541653383295768,40.17694248075584,28.472779881675923,5.411316112616749,5.133270764898685,0.010336830309566144,OFF,0.7293192368446209,0.0005868416112395703,-6652.917019460741,0.7293192368446209,0.488027422147043,0.6187679336018707,0.0,3.3680835898053374e-11,16,161.23281553398058,147.39728155339807,,0.0,179.45001629536307,order_class
662298826,653125128,Slc17a7-IRES2-Cre,175,0,5.44524057135725,172.01041325566285,1.3779765353343165,38.84718069375993,30.58155581759128,6.392017905333856,4.6386986580893135,0.005935020767907684,ON,0.6863914569767565,0.00038573970452031916,-7028.871589904893,0.6863914569767565,0.436280071091127,0.5696385509727837,0.0,0.0012089121247786938,16,54.068936170212766,74.20510638297873,,0.0,172.01041325566285,order_class
662298985,653125128,Slc17a7-IRES2-Cre,175,0,9.215139155344286,179.96707588160535,2.9556419842150286,48.785260811694485,27.06069493797484,15.84264939791442,5.360138163730265,0.0014042034785409652,OFF,0.3914301263482036,0.0002741137991357703,-7334.962622388225,0.3914301263482036,0.36639047385246115,0.3779931133966271,0.0,2.940947928520288e-07,16,325.11118421052635,88.33500000000001,,0.0,179.96707588160535,order_class
662296626,653125128,Slc17a7-IRES2-Cre,175,0,6.234202267696977,170.38581742495742,1.8438515892617442,49.41561019216781,38.75466591377315,8.465329553529347,4.591112214686847,0.0007288658840743941,OFF,0.6309773921326937,6.098030376377093e-05,-8681.643833004251,0.6309773921326937,0.4296367034039137,0.5114983037366901,0.0,9.130676026369855e-08,16,371.6056310679612,109.62407766990292,,0.0,170.38581742495742,order_class
662297630,653125128,Slc17a7-IRES2-Cre,175,2,12.179218455834464,106.349485154023,1.3630842763448312,30.40048621054917,40.29356256618615,14.219383730151032,10.43177151766501,3.2233902863238465e-05,OFF,0.35104394138310746,8.19643014035712e-06,-10479.783415111608,0.34940982260918474,0.32781842055228927,0.35104394138310746,0.0016341187739227214,0.301267642619544,16,20.124,254.3424,6.822987144053201,32.472856587352304,106.349485154023,order_class
662302270,653125128,Slc17a7-IRES2-Cre,175,0,5.205847255892081,8.208085691274446,1.3617866389966164,35.73766469357419,32.88769288699288,6.074995433246527,4.461047905215658,0.0280323138808971,OFF,0.8077316340368169,0.0012595668744287115,-5968.580681340824,0.8077316340368169,0.4796594625872226,0.6116968478348093,0.0,3.249434055163647e-11,16,64.65789473684211,364.1621052631579,,0.0,8.208085691274446,order_class
